"Nom";"Entité";"Lieu";"Statut";"Fabricant";"Type";"Modèle";"Réseau";"Date de création";"Informations financières et administratives - Durée de garantie";"Numéro de série";"Numéro d'inventaire";"Informations financières et administratives - Date de livraison";"Composants - Adresse MAC";
"0504-336-11";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:49";"0 mois";"PC0WTPA5";"UC1809278";"18-10-2018";"94:c6:91:8c:ab:5a";
"0504-336-12";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:46";"0 mois";"PC0WTNFM";"UC1809202";"18-10-2018";"94:c6:91:8c:b2:7e";
"0504-336-13";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:50";"0 mois";"PC0WTSQV";"UC1810950";"18-10-2018";"94:c6:91:8c:b5:a5";
"0504-336-14";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:52";"0 mois";"PC0WTQ9Y";"UC1811008";"18-10-2018";"94:c6:91:8d:34:e0";
"0504-336-15";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:52";"0 mois";"PC0WTNXM";"UC1811002";"18-10-2018";"94:c6:91:8c:a4:b2";
"0504-336-16";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:53";"0 mois";"PC0WTNYZ";"UC1811007";"18-10-2018";"94:c6:91:8c:ae:77";
"0504-336-17";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:53";"0 mois";"PC0WTQBN";"UC1809199";"18-10-2018";"94:c6:91:8c:b5:b2";
"0504-336-18";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:48";"0 mois";"PC0WTNF8";"UC1809198";"18-10-2018";"94:c6:91:8c:b3:a1";
"0504-336-19";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:53";"0 mois";"PC0WTPNZ";"UC1809277";"18-10-2018";"94:c6:91:8c:c0:05";
"0504-336-20";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:53";"0 mois";"PC0WTP9U";"UC1809274";"18-10-2018";"94:c6:91:8c:a9:9b";
"0504-336-21";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:53";"0 mois";"PC0WTPA9";"UC1809275";"18-10-2018";"94:c6:91:8c:b2:cb";
"0504-336-22";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:54";"0 mois";"PC0WTSQS";"UC1810998";"18-10-2018";"94:c6:91:8c:b5:a8";
"0504-336-23";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:54";"0 mois";"PC0WTNZ3";"UC1811010";"18-10-2018";"94:c6:91:8c:af:07";
"0504-336-24";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:54";"0 mois";"PC0WTU4W";"UC1811009";"18-10-2018";"94:c6:91:8c:b4:b0";
"0504-336-25";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:53";"0 mois";"PC0WTPF5";"UC1811003";"18-10-2018";"94:c6:91:8c:ab:88";
"0504-336-26";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:54";"0 mois";"PC0WTNZ9";"UC1811005";"18-10-2018";"94:c6:91:8c:af:19";
"0504-336-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 336";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 10:56";"0 mois";"PC0WTPPL";"UC1809276";"18-10-2018";"94:c6:91:8c:bf:80";
"0504-339-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:44";"0 mois";"PC1JHDKK";"uc2003244";"17-09-2020";"2c:f0:5d:15:8f:f8";
"0504-339-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:43";"0 mois";"PC1JHDGA";"uc2003247";"17-09-2020";"2c:f0:5d:15:8c:fd";
"0504-339-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:46";"0 mois";"PC1JHD2C";"uc2003399";"17-09-2020";"2c:f0:5d:15:89:97";
"0504-339-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:45";"0 mois";"PC1JHDKM";"uc2003248";"17-09-2020";"2c:f0:5d:15:91:b7";
"0504-339-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:45";"0 mois";"PC1JHEEE";"uc2003236";"17-09-2020";"2c:f0:5d:15:91:e4";
"0504-339-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:44";"0 mois";"PC1JHE8Z";"uc2003245";"17-09-2020";"2c:f0:5d:15:91:4f";
"0504-339-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:44";"0 mois";"PC1JHE8V";"uc2003240";"17-09-2020";"2c:f0:5d:15:91:ca";
"0504-339-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:46";"0 mois";"PC1JHD70";"uc2003310";"17-09-2020";"2c:f0:5d:15:8a:82";
"0504-339-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:45";"0 mois";"PC1JHD6E";"uc2003352";"17-09-2020";"2c:f0:5d:15:93:a7";
"0504-339-1-BTSR";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339.1";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S3CA00";"Pédagogique";"";"0 mois";"PC0DJ1DD";"UC1606871";"22-09-2016";"4c:cc:6a:3b:d5:41";
"0504-339-10";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:45";"0 mois";"PC1JHDG4";"uc2003243";"17-09-2020";"2c:f0:5d:15:8d:11";
"0504-339-11";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:45";"0 mois";"PC1JHDPK";"uc2003249";"17-09-2020";"2c:f0:5d:15:91:cf";
"0504-339-12";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:46";"0 mois";"PC1JH3P2";"uc2003338";"17-09-2020";"2c:f0:5d:15:95:76";
"0504-339-13";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:45";"0 mois";"PC1JH3JF";"uc2003383";"17-09-2020";"2c:f0:5d:15:8f:10";
"0504-339-14";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:45";"0 mois";"PC1JHE2K";"uc2003343";"17-09-2020";"2c:f0:5d:15:8b:4e";
"0504-339-15";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:47";"0 mois";"PC1JHETA";"uc2003337";"17-09-2020";"2c:f0:5d:15:9a:ce";
"0504-339-16";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:47";"0 mois";"PC1JHE2X";"ucf003344";"17-09-2020";"2c:f0:5d:15:8b:27";
"0504-339-17";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:49";"0 mois";"PC1JHD74";"uc2003313";"17-09-2020";"2c:f0:5d:15:8a:81";
"0504-339-18";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:50";"0 mois";"PC1JHD2F";"uc2003398";"17-09-2020";"2c:f0:5d:15:89:9a";
"0504-339-19";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:48";"0 mois";"PC1JHDSB";"uc2003400";"17-09-2020";"2c:f0:5d:15:93:86";
"0504-339-20";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:50";"0 mois";"PC1JHDXM";"uc2003327";"17-09-2020";"2c:f0:5d:15:8a:f5";
"0504-339-21";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:50";"0 mois";"PC1JH3P7";"uc2003384";"17-09-2020";"2c:f0:5d:15:95:9b";
"0504-339-22";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:50";"0 mois";"PC1JH3PA";"uc2003334";"17-09-2020";"2c:f0:5d:15:8f:92";
"0504-339-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339";"Actif";"LENOVO";"Poste de travail - Slim";"11AAS04700 ThinkCentre M75s";"Pédagogique";"22-09-2020 11:43";"0 mois";"PC1JHDSA";"uc2003346";"17-09-2020";"2c:f0:5d:15:93:a1";
"0504-3391-BTS";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 339.1";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:53";"60 mois";"GM0A5TJ4";"UC2308089";"05-12-2023";"04:7c:16:9f:4b:5f";
"0504-340-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 340";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"05-01-2023 15:34";"60 mois";"PC2EJYYF";"UC2204284";"24-11-2022";"88:ae:dd:18:bd:31";
"0504-341-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 341";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"11-01-2023 14:57";"60 mois";"PC2EJYWR";"UC2204261";"24-11-2022";"88:ae:dd:18:be:67";
"0504-342-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 342";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:53";"60 mois";"GM0A3MGL";"UC2300528";"05-12-2023";"04:7c:16:9f:43:78";
"0504-342-01R";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"garage info";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S22W00";"Pédagogique";"";"0 mois";"PC05SSFP";"UC1506090";"28-09-2015";"d8:cb:8a:8d:65:68";
"0504-342-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 342";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:53";"60 mois";"GM0A5TEK";"UC2308077";"05-12-2023";"04:7c:16:9f:4c:5a";
"0504-342-02R";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"garage info";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S22W00";"Pédagogique";"";"0 mois";"PC05MQHP";"UC1505948";"28-09-2015";"d8:cb:8a:8d:6a:4f";
"0504-342-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 342";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:53";"60 mois";"GM0A3MGJ";"UC2300532";"05-12-2023";"04:7c:16:9f:43:ab";
"0504-342-03R";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"garage info";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S22W00";"Pédagogique";"";"0 mois";"PC05SS5F";"UC1506097";"28-09-2015";"d8:cb:8a:8d:65:41";
"0504-342-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 342";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:53";"60 mois";"GM0A38JS";"UC2300523";"05-12-2023";"04:7c:16:9f:4d:cd";
"0504-342-04R";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"garage info";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S3CA00";"Pédagogique";"";"0 mois";"PC0DQPLW";"UC1607405";"22-09-2016";"50:7b:9d:fc:7f:a8";
"0504-342-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 342";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:53";"60 mois";"GM0A5THX";"UC2308088";"05-12-2023";"04:7c:16:9f:4b:c7";
"0504-342-05R";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"garage info";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S22W00";"Pédagogique";"";"0 mois";"PC05SU3K";"UC1506075";"28-09-2015";"d8:cb:8a:8d:69:23";
"0504-342-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 342";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:53";"60 mois";"GM0A5TM6";"UC2308078";"05-12-2023";"04:7c:16:9f:4b:7f";
"0504-342-06R";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"garage info";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S22W00";"Pédagogique";"";"0 mois";"PC05MQHD";"UC1505963";"28-09-2015";"d8:cb:8a:8d:6a:5d";
"0504-342-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 342";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:53";"60 mois";"GM0A5TM3";"UC2308073";"05-12-2023";"04:7c:16:9f:4c:95";
"0504-342-07R";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"garage info";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S22W00";"Pédagogique";"";"0 mois";"PC05MQRF";"UC1506092";"28-09-2015";"d8:cb:8a:8d:66:79";
"0504-342-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 342";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:52";"60 mois";"GM0A5THV";"UC2308084";"05-12-2023";"04:7c:16:9f:4b:59";
"0504-342-08R";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"garage info";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S22W00";"Pédagogique";"";"0 mois";"PC05WQXF";"UC1506169";"28-09-2015";"d8:cb:8a:8d:61:97";
"0504-342-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 342";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:54";"60 mois";"GM0A5TD1";"UC2308074";"05-12-2023";"04:7c:16:9f:4b:f2";
"0504-342-09R";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"garage info";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S22W00";"Pédagogique";"";"0 mois";"PC05MQKQ";"UC1506102";"28-09-2015";"d8:cb:8a:8d:69:ab";
"0504-342-10";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 342";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:54";"60 mois";"GM0A5THT";"UC2308091";"05-12-2023";"04:7c:16:9f:4b:99";
"0504-342-10R";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"garage info";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S22W00";"Pédagogique";"";"0 mois";"PC05SSBM";"UC1506107";"28-09-2015";"d8:cb:8a:8d:67:79";
"0504-342-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 342";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 10:53";"60 mois";"GM0A5THZ";"UC2308095";"05-12-2023";"04:7c:16:9f:52:96";
"0504-342-PROFR";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"garage info";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S22U00";"Pédagogique";"";"0 mois";"PC05MU6X";"UC1506947";"28-09-2015";"d8:cb:8a:88:81:72";
"0504-343-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 343";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"11-01-2023 14:39";"60 mois";"PC2ERHZE";"UC2203436";"24-11-2022";"88:ae:dd:18:9b:d7";
"0504-344-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:00";"0 mois";"PC1601PB";"UC1908325";"02-10-2019";"6c:4b:90:b6:99:51";
"0504-344-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:01";"0 mois";"PC1601JM";"UC1908311";"02-10-2019";"6c:4b:90:b6:59:4f";
"0504-344-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:00";"0 mois";"PC1605AH";"UC1908312";"02-10-2019";"6c:4b:90:b6:91:37";
"0504-344-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:02";"0 mois";"PC1601JQ";"UC1908319";"02-10-2019";"6c:4b:90:b6:59:7b";
"0504-344-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:03";"0 mois";"PC16051Q";"UC1909008";"02-10-2019";"6c:4b:90:b6:54:1d";
"0504-344-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:04";"0 mois";"PC15Y6F5";"UC1909001";"02-10-2019";"6c:4b:90:b6:20:4c";
"0504-344-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:02";"0 mois";"PC1603SY";"UC1908995";"02-10-2019";"6c:4b:90:b6:5a:cc";
"0504-344-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:04";"0 mois";"PC1601JC";"UC1908318";"02-10-2019";"6c:4b:90:b6:59:55";
"0504-344-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:03";"0 mois";"PC1601PG";"UC1908321";"02-10-2019";"6c:4b:90:b6:99:8d";
"0504-344-10";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:04";"0 mois";"PC15Y6E1";"UC1908994";"02-10-2019";"6c:4b:90:b6:31:8e";
"0504-344-11";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:03";"0 mois";"PC1601PK";"UC1908330";"02-10-2019";"6c:4b:90:b6:99:9c";
"0504-344-12";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:04";"0 mois";"PC15Y60X";"UC1909013";"02-10-2019";"6c:4b:90:b5:15:70";
"0504-344-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 344";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 12:00";"0 mois";"PC1601PA";"UC1908324";"02-10-2019";"6c:4b:90:b6:9c:a7";
"0504-345-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 345";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 17:22";"0 mois";"PC15Y4LP";"UC1909012";"02-10-2019";"6c:4b:90:b6:2a:42";
"0504-346-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 346";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 11:14";"0 mois";"PC15Y6E8";"UC1908985";"02-10-2019";"6c:4b:90:b6:2f:31";
