"Nom";"Entité";"Lieu";"Statut";"Fabricant";"Type";"Modèle";"Réseau";"Date de création";"Informations financières et administratives - Durée de garantie";"Numéro de série";"Numéro d'inventaire";"Informations financières et administratives - Date de livraison";"Composants - Adresse MAC";
"0504-346-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 337";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"06-11-2019 11:14";"0 mois";"PC15Y6FC";"UC1908983";"02-10-2019";"6c:4b:90:b6:20:3c";
"0504-347-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 347";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"13-11-2019 18:24";"0 mois";"PC1605L0";"UC1908326";"02-10-2019";"6c:4b:90:b6:52:ac";
"0504-347-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 347";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"14-11-2019 09:57";"0 mois";"PC15Y6FE";"UC1909000";"02-10-2019";"6c:4b:90:b6:20:3f";
"0504-347-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 347";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"12-11-2019 13:25";"0 mois";"PC1604HM";"UC1908314";"02-10-2019";"6c:4b:90:b6:91:8e";
"0504-347-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 347";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"12-11-2019 13:30";"0 mois";"PC1603S6";"UC1908993";"02-10-2019";"6c:4b:90:b6:59:88";
"0504-347-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 347";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"15-11-2019 09:30";"0 mois";"PC15Y6F4";"UC1908980";"02-10-2019";"6c:4b:90:b6:20:9b";
"0504-347-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 347";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"08-11-2019 15:40";"0 mois";"PC1605KS";"UC1908327";"02-10-2019";"6c:4b:90:b6:55:19";
"0504-347-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 347";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"15-11-2019 18:19";"0 mois";"PC1604H2";"UC1909006";"02-10-2019";"6c:4b:90:b6:90:8d";
"0504-347-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 347";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"08-11-2019 17:57";"0 mois";"PC15Y6F3";"UC1908981";"02-10-2019";"6c:4b:90:b6:20:4d";
"0504-347-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 347";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"12-11-2019 13:23";"0 mois";"PC15Y6F8";"UC1908988";"02-10-2019";"6c:4b:90:b6:20:45";
"0504-347-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 347";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"08-11-2019 09:00";"0 mois";"PC15Y6F0";"UC1908986";"02-10-2019";"6c:4b:90:b6:20:9c";
"0504-349-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 13:43";"0 mois";"PC1604HH";"UC1908309";"02-10-2019";"6c:4b:90:b6:9a:63";
"0504-349-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 13:42";"0 mois";"PC1601PE";"UC1908331";"02-10-2019";"6c:4b:90:b6:99:80";
"0504-349-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 13:41";"0 mois";"PC15Y6E3";"UC1909007";"02-10-2019";"6c:4b:90:b6:2f:47";
"0504-349-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 13:41";"0 mois";"PC1601P3";"UC1908320";"02-10-2019";"6c:4b:90:b6:99:58";
"0504-349-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 13:40";"0 mois";"PC15Y6FF";"UC1909019";"02-10-2019";"6c:4b:90:b6:28:2e";
"0504-349-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 13:41";"0 mois";"PC1603S7";"UC1909021";"02-10-2019";"6c:4b:90:b6:58:fa";
"0504-349-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 13:41";"0 mois";"PC15Y6EY";"UC1908997";"02-10-2019";"6c:4b:90:b6:2b:45";
"0504-349-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 13:41";"0 mois";"PC1601P8";"UC1908310";"02-10-2019";"6c:4b:90:b6:99:4f";
"0504-349-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 11:26";"0 mois";"PC15Y6E0";"UC1908990";"02-10-2019";"6c:4b:90:b6:2f:42";
"0504-349-10";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 13:37";"0 mois";"PC1605AK";"UC1908313";"02-10-2019";"6c:4b:90:b6:53:22";
"0504-349-11";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 11:51";"0 mois";"PC15Y6CR";"UC1908989";"02-10-2019";"6c:4b:90:b6:28:04";
"0504-349-12";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 11:53";"0 mois";"PC1601PJ";"UC1908328";"02-10-2019";"6c:4b:90:b6:99:91";
"0504-349-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 4 > 349";"Actif";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"07-11-2019 10:34";"0 mois";"PC15Y6F9";"UC1909003";"02-10-2019";"6c:4b:90:b6:20:69";
"0504-350-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 350";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-11-2018 11:28";"0 mois";"PC0WTRLL";"UC1810947";"18-10-2018";"94:c6:91:8a:e0:d3";
"0504-352-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 352";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:03";"0 mois";"PC0WTPLA";"UC1809215";"18-10-2018";"94:c6:91:8c:c8:a0";
"0504-352-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"21-12-2017 10:44";"0 mois";"PC0PWL8Q";"UC1709255";"07-12-2017";"6c:4b:90:2f:56:8c";
"0504-352-LABO";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 352";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-11-2018 11:20";"0 mois";"PC0PWLGD";"UC1708844";"07-12-2017";"6c:4b:90:30:24:ea";
"0504-353-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:01";"0 mois";"PC0WTS84";"UC1809233";"18-10-2018";"94:c6:91:8c:c4:d3";
"0504-353-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:58";"0 mois";"PC0WTPA1";"UC1809262";"18-10-2018";"94:c6:91:8c:a9:e5";
"0504-353-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:56";"0 mois";"PC0WTPAQ";"UC1809269";"18-10-2018";"94:c6:91:8c:ab:33";
"0504-353-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:00";"0 mois";"PC0WTPAL";"UC1809259";"18-10-2018";"94:c6:91:8c:b2:a9";
"0504-353-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:01";"0 mois";"PC0WTS7Q";"UC1809231";"18-10-2018";"94:c6:91:8c:aa:91";
"0504-353-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:00";"0 mois";"PC0WTSBN";"UC1809225";"18-10-2018";"94:c6:91:8c:bf:88";
"0504-353-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:01";"0 mois";"PC0WTPAN";"UC1809261";"18-10-2018";"94:c6:91:8c:ab:72";
"0504-353-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:01";"0 mois";"PC0WTP9Y";"UC1809270";"18-10-2018";"94:c6:91:8c:a9:bf";
"0504-353-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:01";"0 mois";"PC0WTSGQ";"UC1809263";"18-10-2018";"94:c6:91:8c:c9:b6";
"0504-353-10";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:24";"0 mois";"PC0WTSBV";"UC1809213";"18-10-2018";"94:c6:91:8c:b1:fb";
"0504-353-11";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:02";"0 mois";"PC0WTS7G";"UC1809226";"18-10-2018";"94:c6:91:8c:aa:3a";
"0504-353-12";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:02";"0 mois";"PC0WTS88";"UC1809230";"18-10-2018";"94:c6:91:8c:c6:64";
"0504-353-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 353";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"31-01-2019 09:54";"0 mois";"PC0WTPF7";"UC1810994";"18-10-2018";"6c:4b:90:44:a9:c5";
"0504-354-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 354";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:58";"0 mois";"PC0WTS89";"UC1809232";"18-10-2018";"94:c6:91:8c:c4:1a";
"0504-354-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 354";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:54";"0 mois";"PC0WTSBR";"UC1809219";"18-10-2018";"94:c6:91:8c:b1:f6";
"0504-354-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 354";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:58";"0 mois";"PC0WTSBU";"UC1809221";"18-10-2018";"94:c6:91:8c:b2:0c";
"0504-354-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 354";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:58";"0 mois";"PC0WTSGP";"UC1809267";"18-10-2018";"94:c6:91:8c:c9:a6";
"0504-354-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 354";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:58";"0 mois";"PC0WTPM3";"UC1809214";"18-10-2018";"94:c6:91:8c:bf:a0";
"0504-354-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 354";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:58";"0 mois";"PC0WTP9Z";"UC1809268";"18-10-2018";"94:c6:91:8c:a9:ae";
"0504-354-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 354";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:59";"0 mois";"PC0WTPA0";"UC1809260";"18-10-2018";"94:c6:91:8c:a9:b6";
"0504-354-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 357";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 11:42";"0 mois";"PC0WTS8B";"UC1809229";"18-10-2018";"94:c6:91:8c:a9:ff";
"0504-354-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 337";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:55";"0 mois";"PC0WTS7K";"UC1809218";"18-10-2018";"94:c6:91:8c:c6:68";
"0504-354-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 354";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:59";"0 mois";"PC0WTS7R";"UC1809222";"18-10-2018";"94:c6:91:8c:aa:58";
"0504-354-10";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 354";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 15:00";"0 mois";"PC0WTSGW";"UC1809266";"18-10-2018";"94:c6:91:8c:c9:aa";
"0504-354-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 354";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-11-2018 11:07";"0 mois";"PC0WTPDV";"UC1810992";"18-10-2018";"94:c6:91:8c:ab:46";
"0504-355-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 355";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 16:36";"0 mois";"PC0WTSPS";"UC1810953";"18-10-2018";"94:c6:91:8c:b5:9c";
"0504-355-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 355";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 16:37";"0 mois";"PC0WTPPH";"UC1809216";"18-10-2018";"94:c6:91:8c:bf:b1";
"0504-355-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 355";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 16:34";"0 mois";"PC0WTPM9";"UC1809217";"18-10-2018";"94:c6:91:8c:bf:91";
"0504-355-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 355";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 16:39";"0 mois";"PC0WTSRD";"UC1810945";"18-10-2018";"94:c6:91:8c:b5:90";
"0504-355-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 355";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 16:33";"0 mois";"PC0WTSXX";"UC1810952";"18-10-2018";"94:c6:91:8c:b2:0a";
"0504-355-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 355";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 16:40";"0 mois";"PC0WTSRF";"UC1810944";"18-10-2018";"94:c6:91:8c:ad:bc";
"0504-355-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 355";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 16:31";"0 mois";"PC0WTQA1";"UC1811006";"18-10-2018";"94:c6:91:8d:35:42";
"0504-355-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 355";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 16:47";"0 mois";"PC0WTSR3";"UC1810949";"18-10-2018";"94:c6:91:8c:b5:8e";
"0504-355-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 355";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 16:38";"0 mois";"PC0WTSR2";"UC1810946";"18-10-2018";"94:c6:91:8c:b5:92";
"0504-355-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 355";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-11-2018 11:09";"0 mois";"PC0WTPDW";"UC1811001";"18-10-2018";"94:c6:91:8c:ae:6e";
"0504-356-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 356";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:55";"0 mois";"PC0WTPNS";"UC1809264";"18-10-2018";"94:c6:91:8c:bf:f5";
"0504-356-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 356";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:55";"0 mois";"PC0WTPPF";"UC1809212";"18-10-2018";"94:c6:91:8c:b1:dd";
"0504-356-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 356";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:56";"0 mois";"PC0WTSBX";"UC1809223";"18-10-2018";"94:c6:91:8c:b2:19";
"0504-356-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 356";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:56";"0 mois";"PC0WTS8A";"UC1809228";"18-10-2018";"94:c6:91:8c:c9:11";
"0504-356-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 356";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:54";"0 mois";"PC0WTQTZ";"UC1809265";"18-10-2018";"94:c6:91:8c:a6:0f";
"0504-356-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 356";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:56";"0 mois";"PC0WTSBW";"UC1809220";"18-10-2018";"94:c6:91:8c:b2:05";
"0504-356-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 356";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:56";"0 mois";"PC0WTS7L";"UC1809224";"18-10-2018";"94:c6:91:8c:aa:84";
"0504-356-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 356";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:57";"0 mois";"PC0WTS7F";"UC1809234";"18-10-2018";"94:c6:91:8c:c4:f7";
"0504-356-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 356";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 14:57";"0 mois";"PC0WTS87";"UC1809227";"18-10-2018";"94:c6:91:8c:c5:07";
"0504-356-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-11-2018 11:12";"0 mois";"PC0WTSQ4";"UC1810948";"18-10-2018";"94:c6:91:8c:b5:dd";
"0504-357-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 357";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"07-11-2018 11:44";"0 mois";"PC0WTPMA";"UC1809211";"18-10-2018";"94:c6:91:8c:bf:b8";
"0504-359-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 5 > 359";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-11-2018 11:11";"0 mois";"PC0WTSR6";"UC1810943";"18-10-2018";"94:c6:91:8c:b5:6f";
"0504-500-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 15:54";"0 mois";"PC0PWL78";"UC1709272";"07-12-2017";"6c:4b:90:2f:58:70";
"0504-501-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 15:51";"0 mois";"PC0PWL6H";"UC1709271";"07-12-2017";"6c:4b:90:30:25:62";
"0504-502-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 15:38";"0 mois";"PC0PWL6Z";"UC1709257";"07-12-2017";"6c:4b:90:30:25:49";
"0504-503-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 15:48";"0 mois";"PC0PWL9Y";"UC1708890";"07-12-2017";"6c:4b:90:2f:56:6a";
"0504-504-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 15:28";"0 mois";"PC0PWETK";"UC1708876";"07-12-2017";"6c:4b:90:30:24:a8";
"0504-505-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 15:37";"0 mois";"PC0PWL6Y";"UC1709256";"07-12-2017";"6c:4b:90:30:26:e1";
"0504-507-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 18:43";"0 mois";"PC0PV66R";"UC1704492";"07-12-2017";"94:c6:91:02:b0:87";
"0504-510-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 17:03";"0 mois";"PC0PWLET";"UC1709216";"07-12-2017";"6c:4b:90:2f:55:9b";
